gene_id,log2fc,pvalue,qvalue,evidence
WBGene00000001,-0.030310644000000053,0.479443549494182,0.5532581722168932,False
WBGene00000036,0.06706519228888919,0.18197388582008847,0.23908755949984914,False
WBGene00000038,-0.027924948822220408,0.675114512251422,0.7288273266692307,False
WBGene00000068,-0.11975029515555846,0.04738212649103352,0.0718491975885229,False
WBGene00000069,-0.0061910296222214,0.8575194539257004,0.8798798047451449,False
WBGene00000071,0.009114320511110385,0.9033775408077779,0.9209302132327994,False
WBGene00000090,0.043333032933333016,0.26922346631704036,0.3363156634785885,False
WBGene00000108,2.823095190666666,1.1615296864061048e-09,1.0629347246530286e-08,True
WBGene00000109,0.024892715999998316,0.8325688587254209,0.8576331044723904,False
WBGene00000111,0.2452754342222203,0.004367632070834815,0.008550563282952735,False
WBGene00000123,0.188230321999999,0.0003679425647279625,0.00089373703222502,False
WBGene00000138,-0.10791696377777527,0.08219672285718232,0.11804529359234031,False
WBGene00000181,0.14685064364444322,0.0032430701736515057,0.006578083058411688,False
WBGene00000196,0.2027661072888911,0.00045697963360266474,0.0010898271868039309,False
WBGene00000198,-0.10474857755555611,0.021552054609012113,0.036633837963914756,False
WBGene00000206,0.12367577800000085,0.015948357416808834,0.02783006050338925,False
WBGene00000211,-0.24886639626666707,0.002132556597572541,0.004428290349049049,False
WBGene00000212,-0.2989685413555545,8.266751929014299e-05,0.00022434254372876735,False
WBGene00000216,-0.12625851444444258,0.006600279195657148,0.012486585882168692,False
WBGene00000240,-0.31510764682222003,2.0776829506554376e-05,6.412299930062076e-05,False
WBGene00000253,-0.1945658367777785,0.002463368781653604,0.0050883759348067875,False
WBGene00000269,-0.6257672234888894,1.1044391582261498e-09,1.0225807264987999e-08,True
WBGene00000279,-0.65824051111111,9.066888107429308e-09,6.428505351844023e-08,True
WBGene00000280,0.2480874276888887,2.039988931204568e-05,6.320753105740139e-05,False
WBGene00000281,-1.289100148666666,6.0991109555298255e-15,4.36363665636543e-13,True
WBGene00000283,-1.5754710474000024,7.833166973759822e-15,4.875254902489805e-13,True
WBGene00000284,-0.09076836346666717,0.24846650093573677,0.3133704106352962,False
WBGene00000298,-0.691782366,5.864204147843345e-06,2.02417923875119e-05,True
WBGene00000391,-1.293540314977779,3.7158239454012014e-07,1.7303866538643465e-06,True
WBGene00000392,0.1521325982222237,0.06672408781955462,0.0976726396817481,False
WBGene00000481,-0.4118025201333335,0.00021894764921993456,0.0005494560601910514,False
WBGene00000497,-0.1555603085777797,0.0016092607847691138,0.0034509216283740945,False
WBGene00000509,-0.4548553211111148,1.0057243006469652e-10,1.1992500372866087e-09,False
WBGene00000511,0.10918638757777543,0.06872639653616339,0.10033893549412991,False
WBGene00000512,0.2365084004222222,0.018409726803470864,0.031772927619148184,False
WBGene00000513,-0.06191469108888903,0.45210514501304877,0.5269527668664273,False
WBGene00000514,0.12223334451111256,0.03765045853018238,0.05914353465719268,False
WBGene00000536,0.10405930479999803,0.1279806715674652,0.1739564568628586,False
WBGene00000761,-0.012007691422221356,0.8288348419300415,0.8549056626460586,False
WBGene00000765,0.21757605999999896,0.0059021158171211965,0.011219722579889811,False
WBGene00000766,0.03392510222222178,0.44154403953526955,0.5170876195035287,False
WBGene00000775,-0.15624928891110912,0.02369205952719406,0.03949713375521722,False
WBGene00000830,0.6809805513333309,4.068389324452722e-09,3.2018223983442916e-08,True
WBGene00000907,0.06760339035555507,0.10715706842630134,0.15017821822741245,False
WBGene00000913,-0.30825851022222217,4.923988146248339e-07,2.227114178791634e-06,False
WBGene00000929,1.0409972402888918,2.157428975910793e-09,1.7872595832018885e-08,True
WBGene00000960,0.062068710399998395,0.2651957311790132,0.3318108750999736,False
WBGene00000964,-0.3959039656666654,1.870621846709224e-06,7.252115238227385e-06,False
WBGene00000967,-0.46350847488889,2.8125021075430712e-06,1.0391733139138014e-05,False
WBGene00000976,-0.023740230888888547,0.8244384054423741,0.852605814826739,False
WBGene00000982,0.1693588330888911,0.05662884307300533,0.08424744706702304,False
WBGene00000984,-0.017515957066667198,0.7395332216081014,0.7832117448639617,False
WBGene00000988,0.11027116362221889,0.05595717355919565,0.08340586286190715,False
