gene_id,log2fc,pvalue,qvalue,evidence
WBGene00000001,0.04703560333333279,0.25557957160986167,0.3668165235116443,False
WBGene00000036,0.15015817577777746,0.002662840769517635,0.008805275989959576,False
WBGene00000038,-0.058553448244443196,0.37053634239507155,0.4863153701867127,False
WBGene00000068,0.22699700213333074,0.001078306271333646,0.004021929078386633,False
WBGene00000069,0.08719537384444553,0.04713321214768275,0.09609802580369514,False
WBGene00000071,-0.013224019022223032,0.8702148646980346,0.8914595626495242,False
WBGene00000090,-0.048136972511111153,0.31417864946289503,0.430814401476257,False
WBGene00000108,0.011466817377778327,0.8693252876215417,0.8914595626495242,False
WBGene00000109,0.03099530133333417,0.7910643261812857,0.8424460415489471,False
WBGene00000111,-0.32102689186666744,1.2088559617766669e-05,9.2365984652256e-05,False
WBGene00000123,-0.08814966799999979,0.10210044084642364,0.182206455660171,False
WBGene00000138,0.03326969631111254,0.6843823690797022,0.7564732085192776,False
WBGene00000181,0.001220795799998342,0.976081527374119,0.9798165332186628,False
WBGene00000196,0.02615968957777781,0.6445089844071501,0.7275173765793312,False
WBGene00000198,-0.028979784666667285,0.5291584800787731,0.6397046448878563,False
WBGene00000206,0.02798565800000219,0.5358546869121045,0.6452025357512983,False
WBGene00000211,-0.21998686184444516,0.004471439745132952,0.013482847047584802,False
WBGene00000212,-0.05283575384444461,0.48191314757342224,0.595277270927592,False
WBGene00000216,-0.005924370666663847,0.8418963784480727,0.8770976299238029,False
WBGene00000240,0.29394237920000066,3.0771265960255987e-06,3.051804250943752e-05,False
WBGene00000253,-0.18184547119999905,0.007250483983754239,0.019940599868953374,False
WBGene00000269,-0.10844630340000094,0.047385367887868554,0.09636249231977403,False
WBGene00000279,-0.47440301628888726,3.92857145922472e-07,5.521045961446169e-06,False
WBGene00000280,0.2566467214666659,0.002901961162885506,0.009437369566904519,False
WBGene00000281,0.27594321748888895,4.062704406314759e-06,3.675113066401972e-05,False
WBGene00000283,0.3352204996000001,2.1398451067525983e-06,2.3736863166186867e-05,False
WBGene00000284,-0.513512289844444,1.605160213164903e-05,0.00011589551263860356,False
WBGene00000298,-0.022672204022221365,0.8179451414983965,0.8638627102901568,False
WBGene00000391,0.2248332247555549,0.06937228340253854,0.13251453164514035,False
WBGene00000392,0.09701274488888956,0.22179810230622818,0.33503859215931203,False
WBGene00000481,-0.1325910329333304,0.09990531265408778,0.17992100928779653,False
WBGene00000497,-0.26944243517777977,3.423926307127266e-05,0.0002177160395502707,False
WBGene00000509,-0.4675695826666679,1.2349885156551193e-08,3.9735408701755835e-07,False
WBGene00000511,0.07559706379999831,0.15097127468289798,0.25442054213156473,False
WBGene00000512,-0.049633793755555544,0.6488377705099566,0.7305226400448295,False
WBGene00000513,0.16067211237777634,0.1818867316200425,0.2915373885641007,False
WBGene00000514,-0.06532459408888691,0.1522435103656788,0.25547045342812197,False
WBGene00000536,0.054597875044443356,0.5430878318679552,0.6475904672073106,False
WBGene00000761,0.2723497631555567,9.97525619488066e-06,7.929824874112202e-05,False
WBGene00000765,0.22373647444444522,0.00502090341599034,0.014580999957137998,False
WBGene00000766,-0.08636832444444487,0.16577161425249748,0.2724414324772366,False
WBGene00000775,0.09970915386666768,0.14144547871243734,0.24199476466671346,False
WBGene00000830,0.005643022444441925,0.914746048410367,0.9265188418262019,False
WBGene00000907,0.022156167311111474,0.5694397329571229,0.6638716470135767,False
WBGene00000913,-0.22267114222222162,7.356279559804898e-06,6.158927674006867e-05,False
WBGene00000929,0.43836748600000064,4.275581989789203e-05,0.0002670542084098494,False
WBGene00000960,0.13704822877777723,0.04059746993972733,0.08459526627879191,False
WBGene00000964,0.2782041806222235,9.773377107476173e-05,0.0005304584678333619,False
WBGene00000967,0.01928623222222292,0.7458486509816753,0.8107498457494178,False
WBGene00000976,-0.08980936822222318,0.4088197376653928,0.5257208064422617,False
WBGene00000982,0.10593306973333405,0.2353451791298837,0.3501251264670394,False
WBGene00000984,0.39332891799999814,8.765728604813398e-08,1.7358647661306716e-06,False
WBGene00000988,0.2151903121333305,0.0010241572003580905,0.003893776409090904,False
WBGene00000991,-0.008562760866665187,0.8413888830356635,0.8770976299238029,False
WBGene00001002,-0.04030148311111503,0.36254203362498205,0.47952934875179476,False
WBGene00001033,-0.011198684000000014,0.842548676267338,0.8770976299238029,False
WBGene00001095,0.20173012993333295,0.1162426224630195,0.2045503957674886,False
WBGene00001134,-0.2831358713555563,0.07330749457047167,0.1383525137337199,False
WBGene00001149,0.169214233777776,0.0009572524905573097,0.0037667885503430134,False
WBGene00001150,-0.047364140888891626,0.4827362873687723,0.595277270927592,False
WBGene00001152,0.07023991833333554,0.24473685693630448,0.357343054561914,False
WBGene00001153,0.00467712628888961,0.8873210750677685,0.90440012050464,False
WBGene00001154,-0.10820818371111152,0.26653572647800833,0.37863468725305516,False
WBGene00001156,0.8055242664000009,3.4433835527654774e-09,1.4821652915902908e-07,True
WBGene00001157,-0.2261921273555565,0.2466192551428592,0.35765601746781156,False
WBGene00001158,0.10845064066666588,0.24645320422416114,0.35765601746781156,False
WBGene00001239,-0.027876086222224927,0.6528616361246392,0.7329559309987034,False
WBGene00001240,0.23889345397777895,0.007271857893760633,0.019940599868953374,False
WBGene00001241,-0.16842998644444407,0.012650025914087577,0.03232328050125624,False
WBGene00001242,-0.33144195879999927,0.0010765196481651589,0.004021929078386633,False
WBGene00001243,0.10162426837777971,0.18831293908055877,0.2964045661127995,False
WBGene00001244,0.25647902128888944,0.007166363245137724,0.019789220610257504,False
WBGene00001245,0.1327545932000005,0.317643958235969,0.4332509447689907,False
WBGene00001247,0.2182575504666655,0.004766553915069707,0.01410254861338293,False
WBGene00001336,0.262546038,1.0898626472154795e-07,2.0180726840808525e-06,False
WBGene00001337,0.20296550866666863,0.17855856529632486,0.2891473063543367,False
WBGene00001338,0.10179502808888863,0.047859346454343414,0.09707553005043368,False
WBGene00001394,0.23433916377777742,0.0007163770459900767,0.0029970781350884307,False
WBGene00001395,0.5565917227777781,3.7588398799023854e-05,0.0002366565588386542,False
WBGene00001397,-0.20930686564444478,0.027101583554902876,0.0609398464505959,False
WBGene00001398,-0.016114821111113287,0.7786472721006138,0.8326024499228031,False
WBGene00001399,-1.3213785153111122,5.936001643489366e-09,2.224587282583872e-07,True
WBGene00001405,0.11888039282222174,0.05571196746599488,0.11072050099933832,False
WBGene00001406,0.21587904642222178,0.005364009593068548,0.015239983934097283,False
WBGene00001477,0.007371182266666665,0.8636909140420999,0.8899806942011103,False
WBGene00001478,-0.31285765168889057,0.002719703447901936,0.008918360889578432,False
WBGene00001480,-0.2641198652444423,0.005269279047716364,0.015025081922292675,False
WBGene00001498,0.1761137122222216,0.00019847422524353026,0.000970181461283592,False
WBGene00001500,0.4241907219777783,3.396877999357292e-05,0.0002177160395502707,False
WBGene00001508,0.17204780802222075,0.06847344742693776,0.13189260937444866,False
WBGene00001522,-0.24018659333333403,0.0001613034914106774,0.0008085722786000199,False
WBGene00001523,-0.3261983202888885,3.430341665086857e-05,0.0002177160395502707,False
WBGene00001528,-0.01696476855555673,0.8532396628774215,0.8823910836853229,False
WBGene00001529,-0.14712440535555693,0.2660603534617994,0.37863468725305516,False
WBGene00001530,-0.009981894911111233,0.9305784285541004,0.9401350748036933,False
WBGene00001531,0.12760661371111048,0.12281631360289375,0.21384167877318003,False
WBGene00001532,-0.03883199446666641,0.5260565622140719,0.6369330991730379,False
WBGene00001535,-0.05972189944444395,0.47396820446479954,0.5883485440280714,False
WBGene00001536,0.07537445548888844,0.0804996588517415,0.15012614103393498,False
WBGene00001538,0.14233760742222046,0.03486549580225598,0.07406179591538042,False
WBGene00001540,-0.04309816431111013,0.5208628682587213,0.6316164519562615,False
WBGene00001541,0.056160140622219856,0.36046186135049113,0.4791287867435803,False
WBGene00001542,-0.009615777222220956,0.852306591238366,0.8823910836853229,False
WBGene00001543,-1.1399959727333346,1.1699966059886908e-08,3.9735408701755835e-07,True
WBGene00001544,-0.9800251819555559,1.716324562651767e-07,2.7014948616138814e-06,True
WBGene00001545,-0.0850878234888901,0.6902762555932552,0.7619178305075622,False
WBGene00001546,-0.07208412324444513,0.2483971896867254,0.3584897779996912,False
WBGene00001547,-0.015319385533334895,0.8253556493832425,0.8672295007538209,False
WBGene00001548,-0.9643748980444418,5.108436457715997e-13,3.054970632970381e-10,True
WBGene00001549,-0.1576828428222221,0.03335019213903174,0.07190849647511775,False
WBGene00001553,-0.14565732148888877,0.014610546710804063,0.03629715246203434,False
WBGene00001554,-0.35521618593333226,2.288823107825646e-06,2.452048016178956e-05,False
WBGene00001555,-0.9671713445111134,0.0005517600445491831,0.0023728696997825528,True
WBGene00001556,0.01983182653333415,0.8125864706720632,0.8618673213192908,False
WBGene00001557,-0.6551149754888925,8.89523254769766e-10,5.3850369346446604e-08,True
WBGene00001603,0.045721108244443975,0.5999728261409477,0.6883070177447899,False
WBGene00001606,0.048944401111109315,0.14614645568595708,0.24681815584731376,False
WBGene00001638,0.23516787397778138,0.003648037665975239,0.011392879536200448,False
WBGene00001639,-0.13421462482222069,0.10676112760039541,0.1892365032016018,False
WBGene00001645,-0.13973656266666623,0.005215842458508344,0.014926792781258424,False
WBGene00001646,0.34685770388889026,0.004999086969894582,0.01457141276039643,False
WBGene00001684,0.13096291888888878,0.010613646714990639,0.027750631111952268,False
WBGene00001759,0.06756281788889051,0.20460835284392065,0.31450541735969834,False
WBGene00001790,0.35408046244444336,0.0023494761388643103,0.008039294440374836,False
WBGene00001791,0.46261138102222077,3.6657683960881514e-06,3.434475866334971e-05,False
WBGene00001793,0.10812617244444311,0.1302416658690467,0.22379954375314354,False
WBGene00001794,0.35240010599999927,0.00041890584765740473,0.001852128663518975,False
WBGene00001823,0.2294831778222246,0.060165614806343366,0.11808064551768636,False
WBGene00001839,-0.15256662424444478,0.01738717623407029,0.04159181670581556,False
WBGene00001843,-0.15210340435555558,0.018110698782427753,0.04319127255082013,False
WBGene00001993,0.12325030999999953,0.34186743312256046,0.46149171503851644,False
